painting,domi_emotion,utterance_combined
mikalojus-ciurlionis_consert-1904,negative,The city looks very scary as if it is welcomed by an evil entity.The thing on top of the painting looks like a ghost with their mouth wide open.It looks like an angry face in the grey getting ready to destroy something.That looks like a face in the center with its mouth open and it's creeping me out.This painting gives me fear looks like a tomb to suck up the living.A ghostly feeling of terror and fire that is coming out of  a tomb stone.
mstislav-dobuzhinsky_a-doll-1905,negative,"The discarded doll and cracked glass window makes it seem like it's been discarded like a child outgrowing childhood.The lone doll reminds me of how children grow older so quickly and lose interest in toys.This piece makes me feel sad, because the girl looks so bored and just wants to go outside and play."
mstislav-dobuzhinsky_kaunas-old-house-1932,negative,When i see this painting i feel sadness because the place looks like it has been abandoned.The cout yard is not well kept and looks sad.The scene looks disheveled and abandoned and lifeless.
nicholas-roerich_bowels-1924,negative,"The man entering the cave alone evokes a fear in me.This almost looks like someone is venturing into the dungeon or lair of something very dangerous, so i feel fearful.The man looks like he's hiding in the shadows.The light coming for the opening is unknown, scary."
nicholas-roerich_mongolian-rider-1931,negative,"This man seems to be lonely rinding on his horse.What a beautifully simple, yet complex piece of art. a dark horse and person upon it seem to be bowing their heads in sadness. what has occured for man and beast to get them to this place. a sense of sadness filled me immediately when seeing this art.Both horse and rider appear forlorn and exhausted on a barren hillside."
odilon-redon_angel-executions,negative,"The human head on a platter and the weird no leg body is disturbing.Clearly putting another mans head on a plate is disgusting, unless there is a backstory i need to know.The robotic-like man degrades another man's severed head by displaying it on a food platter."
odilon-redon_silence-1900,negative,"The woman's averted eyes and fingers over her mouth suggest she is keeping a shameful secret. she seems trapped and alone, which makes me feel sad.A woman mourns looking out a small window, thoughtful.I think that the woman's eyes look a little bit sad."
odilon-redon_underwater-vision-1910,negative,This picture reminds me of trash floating in the water.This remnds me of mold and algae on top of food.The shapes and red circles against the blueish background make me think of microbes under a microscope.
pablo-picasso_the-tragedy-1903,negative,I feel sad for the gamily depicted as they look cold and dirty. it looks like they have had a hard life.The dark blue colors that is portrayed from the people in this photo shows sadness and deep emotions.The blue give the painting a sad tone and the figures in the painting look cold.The blue in the painting and the figures look sad.
theodor-severin-kittelsen_sorgen,negative,"The lone figure walking in the snow makes for a sad sight.The person is all alone in a vast, empty winter wasteland.The muted black and white color with the lone figure cloaked in black evokes a sense of despair and loneliness."
victor-hugo_p-cherie-at-night,negative,The dark shadows are eerie and the image is undefinable so it makes me wonder what might be lurking in the darkness.The imagery is very dark and blurry so i can't tell exactly what is happening but it doesn't look good.Looks as if an abandoned watched tower is the only thing left to guard against the night.The dark and unclear strokes make this picture seem spokey.
victor-hugo_planet-1866,negative,There appears to be a frightening eye-like monster in the shadows.It seems that the ball is being sucked into the darkness.The dark cloud and mysterious round shape that cannot quite be made out make me feel very apprehensive.
ito-jakuchu_tiger,negative,The cat looks as if it's up to no good.The gray predatory feline with bulging eye ridges is a disturbing image particularly as this big cat appears to be smiling at its prey.One creepy cat.
katsushika-hokusai_kuwana-4,negative,One of the men seems sad.There is a very strong use of elements that arouse a sense of loneliness among the subjects.This picture makes me feel sad because it looks scary. it would appear that everyone is sad because they are mourning someone.The man sitting appears to be crying because of something the standing man is doing.
katsushika-hokusai_manga,negative,Ugly faces.The images of masks feature grotesque looking faces.The faces are deformed looking.
katsushika-hokusai_snake-curling-around-a-bamboo-stalk-with-a-sparrow-on-it,negative,"The snake is scary and the bird's urgent flight seems scary too. perhaps he is flying from the snake.Snakes are not pleasant, and neither is the reality of the bird becoming prey to the snake.The snake makes me feel scared.Fear is showing for the bird on the pole because of the snake. then relief for the bird flying into the rainbow away from the snake."
