painting,domi_emotion,utterance_combined
nicholas-roerich_himalayas-1943-1,contentment,"I feel content looking at this image. the darker mountains in the front have a foreboding stormy feeling and contrast nicely with the lighter range in the back. it feels like sunny skies are on the way.Content with the beautiful mountain scene with the snow covered caps and the sun reflecting on it.It's out in the wilderness of a mountain range that makes me feel content with isolation. i also really like the outlining edges in this one.Mountains make me happy, and the way the snow-capped peaks jut triumphantly into the sky is majestic."
nicholas-roerich_himalayas-1945-2,awe,"The strong stark colors of nature's two greatest wonders, mountains and the sky, mimic each other.It looks like it took a lot of work to hike to a point to see this view.These mountains look colorful and very japanese, also like vaporware."
nicholas-roerich_himalayas-26,contentment,"The sunset sky and white mountains make me feel meditative.Beautiful mountain scene. a bit primitive, but has nice depth.The soft blues of the middle peaks contrast well with the golden sky."
nicholas-roerich_himalayas-60,contentment,The blue colours and the lines are very soothing.The white mountain makes me feel peaceful and medtitative.The gold on the peak of the mountain looks like its coming from a lovely sun rise. it also reminds me of a goal shining bright above for you to achieve.This looks like a morning on a snow-covered mountain peak; it is quite peaceful.I think the look at the mountains is very calming.
nicholas-roerich_himalayas-ladakh,contentment,A beautiful mountain scene that brings me peace and wanting.Mountains a mountain village is one of the best things.The blues in the piece and the landscape are very peaceful.
nicholas-roerich_hunting-1937,awe,The awe-inspiring awesomeness of a mountain range is always breathtaking.I feel like i'm in a video game. it's enchanting with the shadow work done here.I feel like the artwork is crisp and clear.  the blue background against the pop of black is nice to see.
nicholas-roerich_kangchenjunga-1947,awe,The beautiful mixed colors gives me heavenly vibes.Wow this is so pretty the way the sun hits the mountains and the purple in the clouds.The mountains are amazing. the colors are great. extremely realistic and peaceful.
nicholas-roerich_kuluta-1936,awe,"I am awed by the vast, giant mountains that loom in the background.It shows an expansive landscape which makes me want to explore.The mountains look very nice, it has layers to the painting, the horse looks really small.The snowy mountains covered by a looming shadow makes me feel like i'm in the presence of something almighty."
nicholas-roerich_monhigan-fairytale-1922,contentment,"This scene, with the perfectly round sun and the rocks, trees and water is very peaceful and that style feels like a pleasant scene from japan.Another great day! the moon is low in the sky over the blue water.soon the land, water and moon will all be one.It looks like a very relaxing morning sunrise down by the shoreline. i like the pinkish color of the sky in capturing the morning overcast."
nicholas-roerich_moon-over-monastery-in-mountains,awe,The solid yellow circle of the sun in the lavender color sky.The bright sun shines strongly on the face of the mountain.I fwel a sense of awr with the calming colors of the painting and the background of a sunset.
nicholas-roerich_mother-of-the-world-1937,awe,This artwork seems very futuristic.  i am wondering what is flying around in the sky.  looks like candles.The woman's glowing rings around her head makes her appear like a goddess.The religious overtones and ethereal colors make me feel prayerful.This makes me happy because the divine power seems to be a woman.The blue and the white merge together very well to create an enchanted scene.
nicholas-roerich_mstislav-s-duel-with-rededia-1943,awe,"Interesting to look at, the background is so bright and colorful.The almost psychedelic combination of blue and magenta has piqued my interest. on top of this the two main figures of the painting seem to be fighting each other, and there is a large crowd in the background. it makes me start to wonder why they are fighting to begin with. as a whole, i am bewildered by this piece and the scene it conveys.This painting feels like one warrior is holding a hurt man in great sorrow."
nicholas-roerich_pass-tangla,contentment,The yellow sky contrasts well with the white and purple mountains.  i like the shrubs on the landscape.Looks like a setting that could only happen in new mexico or arizona.Yellow sky with white mountains and purple hills.
nicholas-roerich_path-to-kailas-1931-1,awe,"Wow, this looks like a scene taken from a farm in new zealand. amazing view.You dont need modern amenities when you have a view like that.Because the bright colors are so realistic and they show you what it is like to view the top of the moutains from the top of the mountains.I think it would love living on these hillsides and waking up to this view everyday."
nicholas-roerich_sacred-treasure-of-mountain-1933,awe,"Nice color scheme, rustic,stoic, and mysterious looking, you feel wonder looking at it.I absolutely love the shapes of the items in this image. i love the way the color is used to highlight the geometric shapes.I can imagine myself walking through this cave looking for hidden treasures both natural and man-made."
