painting,domi_emotion,utterance_combined
giovanni-battista-tiepolo_venus-asks-vulcan-to-forge-an-armor-for-aeneas-1757,something else,Ancient ruins in the dark world has always been a mystery to me.The use of mostly one color to make the painting look like stone doesn't make the painting pop or stnad out at all.The way the figures in the artwork are posed makes me wonder what they might be looking at.
hubert-robert_architectural-fantasy-1760,awe,"The amount of detail in this picture is stunning. the combination of the grey background with the vibrant colors of the scenery in front gives it that extra dimension.The building has much detail shown in the boards and steps with nice shadowing.The detail in this picture is absolutely astonishing, especially those found in the depiction of those buildings.White background and beautiful building really draw the eye."
jean-baptiste-simeon-chardin_a-green-neck-duck-with-a-seville-orange,sadness,"Why are you torturing the beautiful duck, shame on you!The bird hanging upside down is very unsettling.The dead goose and cracked fruit depict death."
jean-honore-fragonard_the-confession-of-love-1771,awe,"The way the sun shines through and illuminates the ground and leaves everything else in shadow.The use of light and shadow on this painting adds such a three dimensional effect!A man and woman sitting down with nice sky,so surreal and in awe."
joseph-wright_john-milnes,amusement,The tight white pants and goofy white hair.The rich coloring background against the white suit of the man makes him seem greatly out of place.The way the man is dressed makes me chuckle.
joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards,awe,The noble image of a sharply dressed man standing by his steed is always a classic.The impressive attire and aristocratic bearing of the young man create an atmosphere of respect and awe.The man looks to be someone important with a confident pose.
louise-elisabeth-vigee-le-brun_lady-hamilton-as-the-persian-sibyl-1792,awe,"The woman in the image looks gorgeous. she has a look of innocence.The way the character stares reminds me of someone in awe, i like the details on her clothes.The lady is thinking about what to write down."
louise-elisabeth-vigee-le-brun_princess-louise-of-prussia-1801,awe,Beautiful ivory colored skin tone with rosey red cheeks and lips is beautiful.She appears very lifelike yet with a hint of a cartoon-like quality.I love how the artist used such attention to the color used on the skin so that it appears plump and dewey. her hair is also falling in the most beautiful tendrils.Beautiful white skin with pink rosey cheeks and rusitc colored dress.
maurice-quentin-de-la-tour_jean-jacques-rousseau,awe,"He seems like an important fellow, though i don't know exactly who he is. perhaps a statesman?Even though it seems like a typical colonial american painting, it's impressively detailed.The man looks smart and handsome with his suit and grey hair."
maurice-quentin-de-la-tour_manelli,amusement,"With his pink neck ribbon, smirking grin, and beehive powdered wig, this guy is really fancy!The man looks very friendly and appears to be laughing.Usually people in old paintings are so serious, but the subject of this one seems delighted.The funny look of the forced smile hair on the man's face sounds fun to me."
maurice-quentin-de-la-tour_prince-charles-edward-stewart,something else,The blue backdrop and the blue thing his wearing make me feel calm.Awkward -looks like he is about to say something with his lips slightly open.  eyes look empty.Young man in a knights suit and a powdered wig. he has a open face and a endearing smile.
pietro-longhi_fall-of-the-giants,awe,This image is beautiful and heavenly in context and perspective.The blue used around the characters along with the blue on the sides make this painting look heavenly.The cathedral walls are tall and awe-inspiring and the paintings dramatic and thought provoking.The angle makes the height of the room amazing.
pietro-longhi_the-tooth-extractor,amusement,"The man in gray standing up on the table commanding attention and the little girl with the white head scarf.The people, their shape and what they are doing.I am intrigued at the scene going on because there are so many people doing so many different things."
vladimir-borovikovsky_princess-lopukhina,awe,"The painting shows well defined facial structure and realistic body shape, which is impressive.The orange color in the scarf stands out against the darker color in the overall picture which blends with her contented facial expressions.The lady is not a beauty but the artist has made her look attractive.Beautiful person with impressively recreated curly black hair and the folds of the pink fabric."
